id,Name,Team,Position,Birth Date,School,Photo URL,Draft Info,Active Years
1214,정성룡 (Sung-Ryong Jung),해태,OF,좌투좌타,포철공고,,84 삼성 1차,1984년 ~ 1995년
1215,정인교 (In-Kyo Jung),롯데,C,우투우타,마산월포초-마산중-부산고-성균관대,,84 롯데 1차,1984년 ~ 1987년
1216,홍신차 (Shin-Cha Hong),OB,DH,우투우타,-,,84 OB 자유계약,1984년 ~ 1985년
1217,홍희섭 (Hui-Sup Hong),OB,DH,우투우타,군산남중-중앙고-성균관대,,84 OB 1차 8순위,1984년 ~ 1985년
1218,김일융 (Il-Yung Kim),삼성,P,좌투좌타,-,,83 삼성 자유선발,1984년 ~ 1986년
1219,최계훈 (Gye-Hoon Choi),태평양,P,우투우타,인천고-인하대,,84 삼미 1차,1984년 ~ 1990년
1220,안창완 (Chang-Wahn An),롯데,P,좌투좌타,부산고-건국대,,84 롯데 1차,1984년 ~ 1991년
1221,조용철 (Yong-Chul Cho),롯데,P,우투우타,경남고,,84 롯데 1차,1984년 ~ 1985년
1222,권기홍 (Ki-Hong Kwon),삼성,P,좌투좌타,대구수창초-경상중-대구상고-건국대,,84 삼성 1차,1984년 ~ 1988년
1223,김봉근 (Bong-Geun Kim),쌍방울,P,우투우타,고려대,,84 MBC 1차,1984년 ~ 1992년
1224,김재열 (Jae-Yeol Kim),빙그레,P,우투우타,부산고-동아대,,2순위,1984년 ~ 1988년
1225,문희수 (Hee-Soo Moon),해태,P,우투우타,광주서석초-충장중-광주제일고,,84 해태 1차,1984년 ~ 1995년
1226,박덕용 (Duk-Yong Park),롯데,P,좌투좌타,-,,재일교포 자유계약,1984년 ~ 1984년
1227,윤석환 (Seog-Hwan Yun),삼성,P,좌투좌타,봉천초-선린중-선린고-성균관대,,84 OB 1차 4순위,1984년 ~ 1991년
1228,이문한 (Moon-Han Lee),삼성,P,좌투좌타,대신초-대신중-부경고-동국대,,8순위,1984년 ~ 1991년
1229,전용권 (Yong-Kwon Jeon),롯데,P,우투우타,대구고-한양대,,84 삼성 1차,1984년 ~ 1991년
1230,조도연 (Do-Yeon Cho),태평양,P,좌투좌타,군산상고-원광대,,84 해태 1차,1984년 ~ 1989년
1231,진동한 (Dong-Han Jin),쌍방울,P,우투우타,경북고-고려대,,84 삼성 1차,1984년 ~ 1992년
1232,최일언 (Il-Eon Choi),삼성,P,우투우타,-,,84 OB 재일교포 자유계약,1984년 ~ 1992년
1233,김기철 (Gi-Chul Kim),해태,P,우투우타,광주상고-원광대,,85 해태 1차,1985년 ~ 1985년
1234,김명성 (Myung-Sung Kim),청보,OF,좌투좌타,인천고-인하대,,85 삼미 1차,1985년 ~ 1986년
1235,김성갑 (Sung-Gap Kim),태평양,3B,우투우타,대구수창초-경상중-대구상고-건국대,,85 삼성 1차,1985년 ~ 1995년
1236,김영신 (Young-Shin Kim),OB,C,우투우타,원주중-동국대,,85 OB 1차,1985년 ~ 1986년
1237,김용국 (Yong-Gook Kim),태평양,3B,우투우타,대구수창초-경상중-대구상고-한양대,,85 삼성 1차,1985년 ~ 1995년
1238,김태업 (Tae-Up Kim),해태,OF,우투우타,광주서림초-전남중-광주상고-연세대,,85 해태 1차,1985년 ~ 1988년
1239,김형석 (Hyung-Seok Kim),삼성,RF,좌투좌타,신일중-신일고-중앙대,,85 OB 1차,1985년 ~ 1998년
1240,박기수 (Ki-Soo Park),OB,IF,우투우타,군산상고-원광대,,85 OB 2차 2라운드,1985년 ~ 1985년
1241,박명운 (Myung-Woom Park),청보,C,우투우타,중앙대,,83 삼미 1차,1983년 ~ 1985년
1242,박희찬 (Hee-Chan Park),롯데,C,우투우타,경남고-동아대,,85 롯데 1차,1985년 ~ 1988년
1243,안언학 (Un-Hak Ahn),쌍방울,3B,우투우타,대구중-중앙고-고려대,,85 MBC 1차 1순위,1985년 ~ 1991년
1244,양후승 (Hoo-Seung Yang),쌍방울,DH,우투우타,숭의초-동인천중-인천고-인하대,,85 삼미 1차 2순위,1985년 ~ 1992년
1245,유고웅 (Go-Woong Yu),MBC,2B,우투우타,-,,85 MBC 재일교포 자유계약,1985년 ~ 1988년
1246,유지홍 (Ji-Hong Yoo),LG,1B,우투우타,선린고-고려대,,85 MBC 1차 6순위,1985년 ~ 1990년
1247,윤덕규 (Deog-Kyu Yun),현대,LF,좌투좌타,대광고,,85 MBC 1차 5순위,1985년 ~ 1997년
1248,이동완 (Dong-Wahn Lee),롯데,IF,우투우타,부산상고-동아대,,85 롯데 1차,1985년 ~ 1985년
1249,이병억 (Byung-Eok Lee),청보,3B,우투우타,인천고-연세대,,85 삼미 1차,1985년 ~ 1986년
1250,이순철 (Soon-Chul Lee),삼성,CF,우투우타,광주서림초-광주상고-연세대,,85 해태 1차,1985년 ~ 1998년
1251,이승희 (Seung-Hee Lee),쌍방울,3B,우투우타,서울고-한양대,,85 OB 1차,1985년 ~ 1992년
1252,이종두 (Jong-Doo Lee),쌍방울,RF,우투우타,삼덕초-경상중-대구상고-한양대,,85 삼성 1차,1985년 ~ 1997년
1253,임창호 (Chang-Ho Lim),해태,OF,우투우타,광주제일고-건국대,,85 해태 신고선수,1985년 ~ 1985년
1254,최재은 (Jae-Eun Choi),청보,OF,우투우타,동대문상고,,85 삼미 1차,1985년 ~ 1986년
1255,탁재원 (Jae-Won Tak),OB,IF,우투우타,충암고-중앙대,,85 OB 2차 3라운드,1985년 ~ 1985년
1256,한영준 (Young-Jun Han),롯데,3B,우투우타,부산중-부산고-고려대,,85 롯데 1차,1985년 ~ 1996년
1257,홍순호 (Soon-Ho Hong),삼성,1B,좌투좌타,경북고,,85 삼성 1차,1985년 ~ 1987년
1258,정삼흠 (Sam-Heum Jung),LG,P,우투좌타,명지고-고려대,,85 MBC 1차 3순위,1985년 ~ 1996년
1259,김용수 (Yong-Soo Kim),LG,P,우투우타,홍릉초-동대문중-동대문상고-중앙대,,85 MBC 1차 2순위,1985년 ~ 2000년
1260,김정행 (Jung-Haeng Kim),롯데,P,우투우타,-,,11 롯데 재일동포 자유계약,1985년 ~ 1988년
1261,김준희 (Jun-Hee Kim),삼성,P,우투우타,대구상고-영남대,,84 삼성 1차,1985년 ~ 1987년
1262,박동수 (Dong-Soo Park),롯데,P,우언우타,마산동중-용마고-동아대,,85 롯데 1차,1985년 ~ 1993년
1263,선동열 (Dong-Yeol Sun),해태,P,우투우타,송정동초-무등중-광주제일고-고려대,,85 해태 1차,1985년 ~ 1995년
1264,신태순 (Tae-Soon Shin),해태,P,우투우타,광주상고-단국대,,85 해태 1차,1985년 ~ 1986년
1265,이충우 (Chung-Woo Lee),태평양,P,우투우타,용마고,,85 롯데 1차,1985년 ~ 1989년
1266,정은배 (Eun-Bae Jung ),태평양,P,우투우타,인천고-경희대,,85 삼미 1차,1985년 ~ 1992년
1267,최상주 (Sang-Ju Choi),해태,P,좌투좌타,광주제일고-인하대,,85 해태 1차,1985년 ~ 1988년
1268,한오종 (Oh-Jong Han),쌍방울,P,좌투좌타,동대문중-동대문상고-한양대,,84 OB 1차,1984년 ~ 1991년
1269,전대영 (Dae-Young Jeun),한화,2B,우투우타,충남중-북일고-동아대,,85 빙그레 1차,1986년 ~ 1994년
1270,김평호 (Pyung-Ho Kim),쌍방울,CF,우투우타,군산초-군산남중-군산상고-동국대,,86 해태 1차,1986년 ~ 1992년
1271,장채근 (Chae-Geun Jang),쌍방울,C,우투우타,송정동초-광주동성중-광주상고-성균관대,,86 해태 1차,1986년 ~ 1995년
1272,구윤 (Yoon Gu),태평양,RF,좌투좌타,경북고-중앙대,,86 삼성 1차,1986년 ~ 1994년
1273,도이석 (Yi-Seok Doh),OB,CF,우투우타,대구고-영남대,,85 OB 1차,1986년 ~ 1987년
1274,박창언 (Chang-Eon Park),OB,3B,우투우타,-,,86 OB 재일교포 자유계약,1986년 ~ 1986년
1275,이복근 (Bok-Geun Lee),OB,SS,우투우타,충암고-경희대,,86 OB 1차,1986년 ~ 1991년
1276,강정길 (Jung-Gil Kang),한화,1B,좌투좌타,경북고-영남대,,85 삼성 1차,1986년 ~ 1995년
1277,고광수 (Gwang-Su Ko),청보,3B,우투우타,-,,86 청보 자유계약,1986년 ~ 1987년
1278,고원부 (Won-Bu Ko),OB,RF,우투우타,-,,86 빙그레 자유선발,1986년 ~ 1992년
1279,김경갑 (Gyung-Gap Kim ),청보,SS,우투우타,충암고-영남대,,86 청보 2차,1986년 ~ 1987년
1280,김경호 (Kyung-Ho Kim),해태,IF,우투우타,인하대,,86 해태 1차,1986년 ~ 1986년
1281,김동기 (Dong-Ki Kim),현대,C,우투우타,동인천중-인천고-인하대,,86 청보 1차 1순위,1986년 ~ 1996년
1282,김상국 (Sang-Guk Kim),현대,C,우투우타,한밭중-북일고-한양대,,86 빙그레 1차 2순위,1986년 ~ 1997년
1283,김성수 (Sung-Soo Kim),MBC,OF,우투우타,인천체대,,86 MBC 2차,1986년 ~ 1989년
1284,김성현 (Sung-Hyun Kim),쌍방울,C,우투우타,대연초-부산중-부산고-연세대,,86 롯데 1차 2순위,1986년 ~ 1998년
1285,김수길 (Soo-Gil Kim),빙그레,DH,우투우타,대전고-한양대,,86 빙그레 1차,1986년 ~ 1990년
1286,김정태 (Jung-Tae Kim),빙그레,1B,좌투좌타,건국대,,86 빙그레 2차,1986년 ~ 1987년
1287,김종문 (Jong-Moon Kim),빙그레,C,우투우타,동산고,,86 빙그레 창단 멤버,1986년 ~ 1991년
1288,김종수 (Jong-Soo Kim),빙그레,SS,우투우타,대전신흥초-한밭중-중앙고-고려대,,86 빙그레 1차,1986년 ~ 1988년
1289,김태원 (Tae-Won Kim),LG,P,우투우타,재동초-휘문중-배재고-성균관대,,86 MBC 1차 2순위,1986년 ~ 1998년
1290,김현택 (Hyun-Taek Kim),빙그레,IF,우투우타,북일고-동아대,,86 빙그레 1차,1986년 ~ 1986년
1291,민경삼 (Kyung-Sam Min),LG,SS,우투우타,신일중-신일고-고려대,,86 MBC 1차 4순위,1986년 ~ 1993년
1292,박노준 (No-Jun Park),쌍방울,LF,좌투좌타,봉천초-선린중-선린고-고려대,,86 OB 1차,1986년 ~ 1997년
1293,서효인 (Hyo-In Seo),LG,CF,우투우타,대구수창초-신일중-신일고-고려대,,86 MBC 1차 3순위,1986년 ~ 1995년
1294,송상진 (Sang-Jin Song),빙그레,IF,우투우타,영남대,,85 삼성 1차,1985년 ~ 1986년
1295,신성철 (Sung-chul Shin),청보,C,우투우타,경북고-영남대,,86 청보 2차 4순위,1986년 ~ 1986년
1296,오덕환 (Deok-Hwan Oh),태평양,3B,우투우타,세광고,,86 청보 2차,1986년 ~ 1988년
1297,유해덕 (Hae-Deok Yu),빙그레,DH,좌투좌타,대전고-고려대,,86 빙그레 1차,1986년 ~ 1989년
1298,윤홍식 (Hong-Sik Yoon),빙그레,IF,우투우타,북일고-인하대,,86 빙그레 1차,1986년 ~ 1987년
1299,이강돈 (Kang-Don Lee),한화,LF,좌투좌타,포항중-대구상고-건국대,,신인지명 :,1986년 ~ 1997년
1300,이건열 (Geon-Yeol Lee),해태,LF,우투우타,광주동성중-군산상고-동국대,,86 해태 1차,1986년 ~ 1997년
1301,이광근 (Kwang-Geun Lee),태평양,OF,좌투좌타,창영초-동산중-동산고-중앙대,,86 청보 1차,1986년 ~ 1992년
1302,이군노 (Kun-Noh Lee),빙그레,IF,우투우타,광주상고-성균관대,,86 빙그레 2차,1986년 ~ 1986년
1303,이성근 (Sung-Geun Lee),삼성,C,우투우타,대구고-한양대,,86 삼성 1차,1986년 ~ 1988년
1304,이정은 (Jeong-Eun Lee),빙그레,OF,우투우타,경기고,,83 OB 신고선수,1986년 ~ 1986년
1305,이창원 (Chang-Won Lee),삼성,LF,우투우타,건국대,,86 롯데 1차,1986년 ~ 1993년
1306,임경택 (Kyung-Taek Im),롯데,OF,좌투좌타,마산고-한양대,,86 롯데 1차,1986년 ~ 1992년
1307,임순태 (Soon-Tae Lim),빙그레,1B,우투우타,대구고-영남대,,86 삼성 1차,1986년 ~ 1986년
1308,장훈 (Hoon Jang),빙그레,IF,우투우타,연세대,,84 OB 1차,1986년 ~ 1986년
1309,최계영 (Gye-Young Choi),롯데,CF,우투우타,부산고-건국대,,86 롯데 1차,1986년 ~ 1993년
1310,최광묵 (Kwang-muk Choi ),청보,OF,우투우타,인천고-인하대,,86 청보 1차,1986년 ~ 1986년
1311,최동창 (Dong-Chang Choi),쌍방울,OF,우투우타,세광고-성균관대,,84 OB 1차 8순위,1986년 ~ 1994년
1312,최무영 (Moo-Young Choi),삼성,OF,우투우타,고려대,,86 삼성 1차,1986년 ~ 1989년
1313,김대현 (Dae-Hyun Kim),해태,P,우투우타,전주고-원광대,,86 해태 1차,1986년 ~ 1988년
1314,김정수 (Jung-Soo Kim),SK,P,좌투우타,광주남초-전남중-진흥고-연세대,,86 해태 1차,1986년 ~ 2003년
1315,성준 (Jun Sung),롯데,P,좌투좌타,계성초-대구중-경북고-한양대,,86 삼성 1차,1986년 ~ 1999년
1316,차동철 (Dong-Chul Cha),LG,P,우투우타,광주서림초-전남중-광주제일고-건국대,,86 해태 1차,1986년 ~ 1997년
1317,강상진 (Sang-Jin Kang),쌍방울,P,우투우타,전주고-고려대,,86 해태 1차,1986년 ~ 1991년
1318,기세봉 (Se-Bong Ki ),OB,P,우투우타,충암고,,84 OB 1차 6순위,1986년 ~ 1986년
1319,김건우 (Geon-Woo Kim),LG,P,우투우타,봉천초-선린중-선린고-한양대,,86 MBC 1차 1순위,1986년 ~ 1997년
1320,김기태 (Ki-Tae Kim),삼성,P,우투우타,-,,86 청보 자유계약,1986년 ~ 1987년
1321,김신부 (Shin-Bu Kim),LG,P,우투우타,-,,86 청보 자유계약,1986년 ~ 1990년
1322,김연철 (Yeon-Cheol Kim),빙그레,P,우투우타,동국대,,86 빙그레 2차,1986년 ~ 1988년
1323,김훈기 (Hoon-Ki Kim),삼성,P,우언우타,대구상고-영남대,,86 삼성 1차,1986년 ~ 2009년
1324,민문식 (Moon-Sik Min),빙그레,P,우투우타,세광중-세광고-동국대,,85 빙그레 1차,1986년 ~ 1987년
1325,박형열 (Hyung-Yeol Park),OB,P,좌투좌타,서울고,,86 OB 1차,1986년 ~ 1992년
1326,손문곤 (Mun-Gon Son),쌍방울,P,우투우타,광주상고,,86 빙그레 신고선수,1986년 ~ 1992년
1327,신동수 (Dong-Soo Shin),OB,P,좌투좌타,광주학강초-무등중-광주상고,,86 해태 1차,1986년 ~ 1998년
1328,예병준 (Byung-Jun Ye),LG,P,우투우타,동대문상고,,85 MBC 1차,1985년 ~ 1990년
1329,오명록 (Myung-Rok Oh),삼성,P,우투우타,부경고-동아대,,86년 1차 4순위 신인지명,1986년 ~ 1990년
1330,윤학길 (Hak-Gil Yoon),롯데,P,우투우타,부산동성중-부산상고-연세대,,86 롯데 1차지명,1986년 ~ 1997년
1331,이우상 (Woo-Sang Lee),청보,P,좌투좌타,경남고-연세대,,86 청보 2차,1986년 ~ 1987년
1332,임재준 (Jae-Jun Lim),빙그레,P,우투우타,공주고-건국대,,84 OB 1차,1986년 ~ 1989년
1333,조병천 (Byung-Chun Cho),태평양,P,우투우타,-,,86 청보 2차,1986년 ~ 1992년
1334,조호표 (Ho-Pyo Cho),빙그레,P,우투우타,서울동산고,,85 빙그레 신고선수,1986년 ~ 1986년
1335,천성호 (Sung-Ho Cheon),청보,P,우투우타,명지고-동국대,,86 청보 2차,1986년 ~ 1986년
1336,한희민 (Hei-Min Han),삼성,P,우언우타,세광고-성균관대,,86 빙그레 1차,1986년 ~ 1993년
1337,박철우 (Chul-Woo Park),쌍방울,DH,좌투좌타,월산초-전남중-광주제일고-동국대,,87 해태 1차 2순위,1987년 ~ 1998년
1338,백인수 (In-Soo Baek),쌍방울,2B,우투우타,군산남초-군산남중-군산상고-동국대,,87 해태 1차,1987년 ~ 1999년
1339,안대환 (Dae-Hwan An),OB,OF,우투우타,경북고-영남대,,87 OB 신고선수,1987년 ~ 1993년
1340,조재환 (Jae-Hwan Cho),해태,RF,좌투좌타,중앙고-원광대,,87 OB 1차,1987년 ~ 1990년
1341,김만후 (Man-Hoo Kim),쌍방울,3B,우투우타,전라중-전주고-원광대,,87 해태 1차,1987년 ~ 1992년
1342,김영직 (Young-Jik Kim),LG,1B,좌투좌타,서울오류초-유한중-휘문고-영남대,,87 MBC 1차 3순위,1987년 ~ 1995년
1343,김윤환 (Yoon-Hwan Kim),태평양,RF,우투우타,광주제일고-고려대,,84 해태 1차,1987년 ~ 1991년
1344,김정수 (Jung-Soo Kim),삼성,OF,좌투좌타,대구상고-영남대,,87 삼성 2차 4라운드,1987년 ~ 1992년
1345,김종갑 (Jong-Gab Kim),삼성,RF,우투우타,영남대,,87 삼성 2차 3라운드,1987년 ~ 1992년
1346,박태호 (Tae-Ho Park),롯데,SS,우투우타,대구중-대구고-영남대,,87 롯데 2차 1라운드,1987년 ~ 1992년
1347,박현영 (Hyun-Young Park),쌍방울,C,우투우타,휘문고,,87 OB 고졸연고 지명,1987년 ~ 1998년
1348,이동수 (Dong-Soo Lee),태평양,P,우투우타,춘천고,,86 청보 신고선수,1987년 ~ 1988년
1349,이상훈 (Sang-Hoon Lee),OB,P,우투우타,대구수창초-경상중-경북고-연세대,,87 청보 2차 1라운드,1987년 ~ 1992년
1350,이연수 (Yeon-Soo Lee),쌍방울,RF,우투우타,광주제일고-성균관대,,86 빙그레 2차,1987년 ~ 1999년
1351,이재성 (Jae-Sung Lee),롯데,2B,우투우타,부산고-건국대,,85 롯데 1차,1987년 ~ 1991년
1352,이정훈 (Jeong-Hun Lee),OB,RF,좌투좌타,삼덕초-경상중-상원고-동아대,,87 빙그레 2차 1라운드,1987년 ~ 1997년
1353,이중화 (Joong-Hwa Lee),삼성,CF,좌투좌타,청주중-청주고-동국대,,87 빙그레 1차,1987년 ~ 1996년
1354,장종훈 (Jong-Hoon Jang),한화,1B,우투우타,세광중-세광고,,86 빙그레 연습생 입단,1987년 ~ 2005년
1355,정국헌 (Guk-Heon Jung),롯데,OF,우투우타,마산고-중앙대,,87 롯데 1차,1987년 ~ 1990년
1356,정상진 (Sang-Jin Jung),태평양,1B,좌투좌타,부경고-동아대,,87 빙그레 2차 2라운드,1987년 ~ 1992년
1357,정태관 (Tae-Gwan Jung),MBC,OF,우투우타,대광고-인천전문대,,87 MBC 1차,1987년 ~ 1988년
1358,조용호 (Yong-Ho Cho),쌍방울,RF,좌투좌타,북일고-한양대,,87 빙그레 1차 1순위,1987년 ~ 1993년
1359,황윤태 (Yoon-Tae Hwang),MBC,OF,우투우타,부산고-동아대,,87 MBC 2차 1라운드 7순위,1987년 ~ 1989년
1360,김성길 (Sung-Gil Kim),쌍방울,P,우투우타,국외,,87 삼성 자유선발,1987년 ~ 1993년
1361,김강익 (Kang-Ik Kim),OB,P,우투우타,대구고-중앙대,,86 OB 2차,1987년 ~ 1989년
1362,김경남 (Kyung-Nam Kim),OB,P,좌투좌타,인천전문대,,87 OB 1차,1987년 ~ 1987년
1363,김대중 (Dae-Joong Kim),빙그레,P,우언우타,북일고-동아대,,87 빙그레 1차,1987년 ~ 1992년
1364,김종석 (Jong-Seok Kim),롯데,P,좌투좌타,대연초-부산중-부산고-한양대,,1순위,1987년 ~ 1993년
1365,송유석 (Yu-Seok Song),한화,P,우투우타,진흥고,,85 해태 신고선수,1985년 ~ 2001년
1366,이동석 (Dong-Seok Lee),쌍방울,P,우투우타,군산상고-동국대,,87 빙그레 2차 1라,1987년 ~ 1993년
1367,이척기 (Cheok-Ki Lee),빙그레,P,좌투좌타,대구상고-중앙대,,86 삼성 1차,1987년 ~ 1990년
1368,장태수 (Tae-Soo Jang),롯데,P,좌투좌타,대구고-한양대,,87 삼성 1차,1987년 ~ 1990년
1369,최진영 (Jin-Young Choi),삼성,P,우투우타,대구상고-영남대,,87 청보 2차 1라운드,1987년 ~ 1988년
1370,최창호 (Chang-Ho Choi),LG,P,좌투좌타,대구옥산초-대구중-경북고,,87 청보 2차 3라운드,1987년 ~ 2002년
1371,곽동열 (Dong-Yeol Kwak),빙그레,DH,우투우타,경남고-동아대,,88 빙그레 2차 1라운드,1988년 ~ 1989년
1372,김성규 (Sung-Kyu Kim),쌍방울,CF,좌투좌타,무등중-광주제일고-연세대,,88 해태 2차 1라운드,1988년 ~ 1993년
1373,조양근 (Yang-Geun Cho),LG,2B,우투우타,북일고-고려대,,98 빙그레 1차,1988년 ~ 1994년
1374,이홍식 (Hong-Sik Lee),삼성,IF,우투우타,경북고-영남대,,88 롯데 2차 3라운드,1988년 ~ 1989년
1375,강병선 (Byung-Sun Kang),MBC,OF,우투우타,성남고-경희대,,88 MBC 신고선수,1988년 ~ 1988년
1376,고정식 (Jung-Sik Ko),롯데,C,우투우타,봉천초-배문중-서울고-중앙대,,88 롯데 2차 1라운드 9순위,1988년 ~ 1993년
1377,곽권희 (Kwon-Hee Kwak),태평양,DH,우투우타,광주상고-경희대,,88 태평양 2차 1라운드 2순위,1988년 ~ 1992년
1378,길홍규 (Hong-Gyu Gil),쌍방울,DH,우투우타,신일고-고려대,,88 OB 2차 3라운드,1988년 ~ 1996년
1379,김광윤 (Kwang-Yoon Kim),빙그레,C,우투우타,북일고-건국대,,88 빙그레 2차 3라운드,1988년 ~ 1990년
1380,김상호 (Sang-Ho Kim),LG,RF,우투우타,선린고-계명대,,88 MBC 1차 3순위,1988년 ~ 2000년
1381,김선훈 (Sun-Hoon Kim),삼성,DH,우투우타,춘천고,,88 삼성 신고선수,1988년 ~ 1989년
1382,김승태 (Seung-Tae Kim),태평양,C,우투우타,충암고,,88 태평양 신고선수,1988년 ~ 1988년
1383,김용희 (Yong-Hee Kim),OB,OF,우투우타,경북고-연세대,,88 MBC 2차 2라운드,1988년 ~ 1989년
1384,김원식 (Won-Sik Kim),쌍방울,IF,우투우타,충암고-동국대,,88 OB 1차 2순위,1988년 ~ 1992년
1385,김진규 (Jin-Kyu Kim),태평양,RF,우투우타,청주고-영남대,,88 태평양 2차 1라운드,1988년 ~ 1993년
1386,박상국 (Sang-Guk Park),롯데,1B,좌투좌타,경남중-경남고-경희대,,88 OB 1차 2라운드,1988년 ~ 1992년
1387,박성현 (Sung-Hyun Park),빙그레,IF,우투우타,광주동성고-원광대,,87 청보 2차 2라운드,1988년 ~ 1988년
1388,서일권 (Il-Gwon Seo),OB,DH,우투우타,-,,88 OB 자유계약,1988년 ~ 1991년
1389,서창기 (Chang-Ki Seo),쌍방울,CF,우투우타,광주제일고-성균관대,,88 해태 2차 2라운드,1988년 ~ 1992년
1390,송재박 (Jae-Park Song),태평양,3B,우투우타,-,,88 OB 자유계약,1988년 ~ 1991년
1391,송형석 (Hyung-Seok Song),태평양,IF,좌투좌타,광주상고-단국대,,88 태평양 2차 4라운드,1988년 ~ 1988년
