player_name,team,year,home_run_rate,label,batting_side,throwing_hand,height,weight,age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,IBB,onbase_plus_slugging,TB,GIDP,HBP,SH,SF
김현민,한화이글스,2021,0.0,한화이글스-2021-김현민,R,R,"6' 0""",180,21,5,12,12,0,1,0,0,0,0,0,0,0,4,0.083,0.083,0.083,0,0.167,1,0,0,0,0
김지수,한화이글스,2021,0.0,한화이글스-2021-김지수,L,L,"5' 10""",171,24,11,25,24,0,2,1,0,0,0,0,0,1,14,0.083,0.12,0.125,0,0.245,3,0,0,0,0
김민하,한화이글스,2021,0.007042253521126761,한화이글스-2021-김민하,R,R,"5' 11""",194,32,46,142,115,14,24,4,1,1,17,6,3,17,36,0.209,0.345,0.287,0,0.632,33,3,8,0,2
김태연,한화이글스,2021,0.013636363636363636,한화이글스-2021-김태연,R,R,"5' 10""",218,24,53,220,176,29,53,12,0,3,34,5,3,34,44,0.301,0.418,0.421,0,0.839,74,4,5,0,5
이도윤,한화이글스,2021,0.0,한화이글스-2021-이도윤,L,R,"5' 8""",156,24,56,68,63,5,11,0,0,0,2,1,2,4,18,0.175,0.224,0.175,0,0.399,11,1,0,1,0
이동훈,한화이글스,2021,0.0,한화이글스-2021-이동훈,L,L,"5' 10""",158,24,33,62,53,8,10,1,0,0,2,2,2,3,12,0.189,0.259,0.208,0,0.466,11,2,2,4,0
이해창,한화이글스,2021,0.0,한화이글스-2021-이해창,R,R,"6' 0""",187,34,20,60,54,4,9,3,0,0,4,0,1,1,13,0.167,0.193,0.222,0,0.415,12,0,1,3,1
이성율,한화이글스,2021,0.014285714285714285,한화이글스-2021-이성율,L,R,"6' 0""",224,36,46,140,119,15,25,8,0,2,20,1,0,18,36,0.21,0.314,0.328,0,0.642,39,2,1,0,2
이원석,한화이글스,2021,0.007692307692307693,한화이글스-2021-이원석,R,R,"5' 9""",154,22,43,130,114,12,20,1,1,1,9,4,2,8,43,0.175,0.238,0.228,0,0.466,26,1,2,4,2
임종찬,한화이글스,2021,0.00684931506849315,한화이글스-2021-임종찬,L,R,"6' 0""",187,19,42,146,131,9,20,5,0,1,8,0,1,12,49,0.153,0.229,0.214,0,0.443,28,2,1,2,0
노태형,한화이글스,2021,0.0,한화이글스-2021-노태형,L,R,"5' 11""",163,26,18,49,43,6,5,1,0,0,1,0,0,6,15,0.116,0.225,0.14,0,0.364,6,0,0,0,0
박정현,한화이글스,2021,0.0,한화이글스-2021-박정현,R,R,"6' 0""",187,19,33,120,107,10,21,4,0,0,9,1,0,9,32,0.196,0.256,0.234,0,0.49,25,1,0,3,1
박상언,한화이글스,2021,0.0,한화이글스-2021-박상언,R,R,"6' 0""",165,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Hernán Pérez,한화이글스,2021,0.01984126984126984,한화이글스-2021-Hernán Pérez,R,R,"6' 0""",213,30,59,252,224,26,60,15,1,5,33,4,5,17,52,0.268,0.321,0.411,0,0.732,92,4,4,0,7
노수광,한화이글스,2021,0.016666666666666666,한화이글스-2021-노수광,L,R,"5' 10""",176,30,52,180,160,21,37,7,0,3,14,13,1,17,46,0.231,0.309,0.331,0,0.64,53,1,1,2,0
노시환,한화이글스,2021,0.039301310043668124,한화이글스-2021-노시환,R,R,"6' 0""",211,20,107,458,380,56,103,18,1,18,84,5,2,73,107,0.271,0.387,0.466,9,0.852,177,15,1,0,4
송호정,한화이글스,2021,0.0,한화이글스-2021-송호정,L,R,"6' 0""",171,19,10,11,10,1,0,0,0,0,0,0,0,1,8,0.0,0.091,0.0,0,0.091,0,0,0,0,0
유장혁,한화이글스,2021,0.008928571428571428,한화이글스-2021-유장혁,R,R,"6' 1""",189,21,34,112,98,11,14,5,0,1,7,2,1,8,39,0.143,0.218,0.225,0,0.443,22,2,2,2,2
백용환,한화이글스,2022,0.0,한화이글스-2022-백용환,R,R,"5' 10""",209,33,4,5,5,1,1,1,0,0,0,0,0,0,1,0.2,0.2,0.4,0,0.6,2,0,0,0,0
변우혁,한화이글스,2022,0.04918032786885246,한화이글스-2022-변우혁,R,R,"6' 0""",209,22,21,61,61,5,16,3,0,3,8,0,0,0,21,0.262,0.262,0.459,0,0.721,28,3,0,0,0
최재훈,한화이글스,2022,0.011467889908256881,한화이글스-2022-최재훈,R,R,"5' 10""",167,32,114,436,364,38,81,14,0,5,30,1,1,44,65,0.223,0.339,0.302,0,0.641,110,17,21,5,2
하주석,한화이글스,2022,0.010351966873706004,한화이글스-2022-하주석,L,R,"6' 0""",185,28,125,483,445,50,115,18,2,5,58,20,6,31,126,0.258,0.309,0.342,1,0.651,152,4,3,1,3
허관회,한화이글스,2022,0.0,한화이글스-2022-허관회,R,R,"5' 9""",182,23,15,25,23,3,5,2,0,0,1,1,0,1,7,0.217,0.25,0.304,0,0.554,7,2,0,1,0
허인서,한화이글스,2022,0.0,한화이글스-2022-허인서,R,R,"5' 11""",205,18,8,19,18,1,3,0,0,0,0,0,0,1,8,0.167,0.211,0.167,0,0.377,3,0,0,0,0
장진혁,한화이글스,2022,0.015151515151515152,한화이글스-2022-장진혁,L,R,"6' 0""",182,28,41,132,116,11,27,2,0,2,17,2,1,12,28,0.233,0.298,0.302,0,0.599,35,1,0,1,3
장운호,한화이글스,2022,0.00684931506849315,한화이글스-2022-장운호,R,R,"6' 0""",187,28,57,146,122,12,29,3,0,1,15,0,2,17,24,0.238,0.34,0.287,1,0.627,35,2,3,2,2
정민규,한화이글스,2022,0.0,한화이글스-2022-정민규,R,R,"6' 0""",209,19,9,24,23,3,3,0,0,0,0,0,0,0,11,0.13,0.167,0.13,0,0.297,3,0,1,0,0
정은원,한화이글스,2022,0.013311148086522463,한화이글스-2022-정은원,L,R,"5' 9""",171,22,140,601,508,67,139,20,2,8,49,10,6,85,109,0.274,0.377,0.368,0,0.745,187,10,1,4,3
김인환,한화이글스,2022,0.037296037296037296,한화이글스-2022-김인환,L,R,"6' 1""",194,28,113,429,398,48,104,14,0,16,54,2,0,24,111,0.261,0.305,0.417,2,0.723,166,4,3,0,4
김태연,한화이글스,2022,0.015086206896551725,한화이글스-2022-김태연,R,R,"5' 10""",218,25,119,464,404,46,97,18,0,7,53,3,2,48,106,0.24,0.325,0.337,1,0.662,136,9,5,3,4
권광민,한화이글스,2022,0.0,한화이글스-2022-권광민,L,L,"6' 2""",210,24,32,87,71,6,16,3,1,0,8,0,1,13,30,0.225,0.345,0.296,0,0.641,21,0,1,0,2
이도윤,한화이글스,2022,0.007936507936507936,한화이글스-2022-이도윤,L,R,"5' 8""",156,25,80,126,113,9,18,7,0,1,8,3,2,8,30,0.159,0.213,0.248,0,0.461,28,1,0,4,1
이해창,한화이글스,2022,0.0,한화이글스-2022-이해창,R,R,"6' 0""",187,35,4,11,10,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,1,0,1,0
이진영,한화이글스,2022,0.03333333333333333,한화이글스-2022-이진영,R,R,"6' 0""",180,24,70,240,220,27,44,12,1,8,31,2,2,17,90,0.2,0.254,0.373,0,0.627,82,4,0,0,3
이성곤,한화이글스,2022,0.0,한화이글스-2022-이성곤,L,R,"6' 1""",205,30,41,117,99,6,19,5,0,0,5,1,1,17,32,0.192,0.308,0.242,0,0.55,24,0,0,0,1
이원석,한화이글스,2022,0.02564102564102564,한화이글스-2022-이원석,R,R,"5' 9""",154,23,20,39,35,4,4,0,0,1,1,0,0,3,18,0.114,0.184,0.2,0,0.384,7,1,0,1,0
임종찬,한화이글스,2022,0.03508771929824561,한화이글스-2022-임종찬,L,R,"6' 0""",187,20,20,57,53,2,10,1,0,2,6,0,1,3,23,0.189,0.228,0.321,1,0.549,17,1,0,0,1
박정현,한화이글스,2022,0.013636363636363636,한화이글스-2022-박정현,R,R,"6' 0""",187,20,81,220,205,23,50,4,1,3,19,6,1,12,56,0.244,0.289,0.317,0,0.606,65,2,1,2,0
박상언,한화이글스,2022,0.026490066225165563,한화이글스-2022-박상언,R,R,"6' 0""",165,25,56,151,134,16,30,5,1,4,17,0,3,11,28,0.224,0.281,0.366,0,0.647,49,2,0,5,1
노수광,한화이글스,2022,0.0110803324099723,한화이글스-2022-노수광,L,R,"5' 10""",176,31,117,361,315,33,72,18,6,4,30,17,6,32,107,0.229,0.299,0.362,1,0.661,114,2,1,10,3
노시환,한화이글스,2022,0.012244897959183673,한화이글스-2022-노시환,R,R,"6' 0""",211,21,115,490,434,55,122,24,1,6,59,6,2,48,95,0.281,0.355,0.383,1,0.738,166,13,4,0,4
Mike Tauchman,한화이글스,2022,0.018518518518518517,한화이글스-2022-Mike Tauchman,L,L,"6' 1""",220,31,144,648,575,88,166,37,4,12,43,19,11,64,104,0.289,0.366,0.43,5,0.795,247,12,7,0,2
원혁재,한화이글스,2022,0.0,한화이글스-2022-원혁재,L,L,"5' 9""",194,27,11,23,21,2,2,1,0,0,0,0,0,2,12,0.095,0.174,0.143,0,0.317,3,0,0,0,0
유장혁,한화이글스,2022,0.0,한화이글스-2022-유장혁,R,R,"6' 1""",189,22,30,68,60,5,8,0,0,0,4,0,0,4,9,0.133,0.2,0.133,0,0.333,8,1,1,3,0
유상빈,한화이글스,2022,0.0,한화이글스-2022-유상빈,L,L,"5' 11""",180,22,17,49,46,3,15,5,0,0,4,0,1,0,11,0.326,0.319,0.435,0,0.754,20,0,0,2,1
채은성,한화이글스,2023,0.03859060402684564,한화이글스-2023-채은성,R,R,"6' 1""",202,33,137,596,521,71,137,17,0,23,84,0,0,52,102,0.263,0.351,0.428,8,0.779,223,16,20,0,3
최인호,한화이글스,2023,0.013513513513513514,한화이글스-2023-최인호,L,R,"5' 10""",180,23,41,148,131,23,39,5,3,2,11,1,0,10,22,0.298,0.363,0.428,0,0.791,56,2,4,2,1
최재훈,한화이글스,2023,0.002398081534772182,한화이글스-2023-최재훈,R,R,"5' 10""",167,33,125,417,327,23,81,12,0,1,33,1,1,56,48,0.248,0.392,0.294,1,0.686,96,9,23,9,2
하주석,한화이글스,2023,0.0,한화이글스-2023-하주석,L,R,"6' 0""",185,29,25,38,35,4,4,1,0,0,2,0,0,2,10,0.114,0.184,0.143,0,0.327,5,0,1,0,0
허관회,한화이글스,2023,0.0,한화이글스-2023-허관회,R,R,"5' 9""",182,24,10,7,7,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
장지승,한화이글스,2023,0.0,한화이글스-2023-장지승,R,R,"6' 0""",198,24,3,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
장진혁,한화이글스,2023,0.0,한화이글스-2023-장진혁,L,R,"6' 0""",182,29,68,178,162,24,36,5,1,0,12,5,4,15,41,0.222,0.287,0.265,0,0.552,43,3,0,0,1
장운호,한화이글스,2023,0.0,한화이글스-2023-장운호,R,R,"6' 0""",187,29,4,11,9,1,2,0,0,0,1,0,0,2,2,0.222,0.364,0.222,0,0.586,2,0,0,0,0
정은원,한화이글스,2023,0.004357298474945534,한화이글스-2023-정은원,L,R,"5' 9""",171,23,122,459,388,50,86,12,0,2,30,6,3,62,73,0.222,0.333,0.268,1,0.601,104,4,3,5,1
김현민,한화이글스,2023,0.0,한화이글스-2023-김현민,R,R,"6' 0""",180,23,7,12,12,1,2,0,0,0,0,0,0,0,8,0.167,0.167,0.167,0,0.333,2,0,0,0,0
김인환,한화이글스,2023,0.019178082191780823,한화이글스-2023-김인환,L,R,"6' 1""",194,29,112,365,325,34,73,16,0,7,42,1,0,35,91,0.225,0.301,0.339,2,0.64,110,4,2,0,3
김태연,한화이글스,2023,0.014285714285714285,한화이글스-2023-김태연,R,R,"5' 10""",218,26,91,280,245,25,64,13,0,4,25,5,1,27,59,0.261,0.337,0.363,1,0.7,89,3,3,1,4
권광민,한화이글스,2023,0.024691358024691357,한화이글스-2023-권광민,L,L,"6' 2""",210,25,66,81,73,11,11,1,1,2,9,2,0,6,24,0.151,0.225,0.274,0,0.499,20,2,1,1,0
이도윤,한화이글스,2023,0.002890173410404624,한화이글스-2023-이도윤,L,R,"5' 8""",156,26,106,346,309,36,78,13,2,1,13,11,3,18,55,0.252,0.302,0.317,1,0.619,98,6,4,15,0
이재용,한화이글스,2023,0.0,한화이글스-2023-이재용,R,R,"5' 11""",189,24,2,2,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0,1.0,1,0,0,0,0
이진영,한화이글스,2023,0.023696682464454975,한화이글스-2023-이진영,R,R,"6' 0""",180,25,121,422,358,57,89,22,0,10,50,5,0,53,127,0.249,0.345,0.394,0,0.738,141,4,2,4,5
이민준,한화이글스,2023,0.0,한화이글스-2023-이민준,R,R,"6' 0""",163,19,4,2,1,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0,0.5,0,0,0,0,0
이명기,한화이글스,2023,0.0,한화이글스-2023-이명기,L,L,"6' 0""",191,35,14,42,40,2,7,1,0,0,5,1,0,2,9,0.175,0.214,0.2,0,0.414,8,0,0,0,0
이상혁,한화이글스,2023,0.0,한화이글스-2023-이상혁,L,R,"5' 8""",143,21,7,2,2,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
이성곤,한화이글스,2023,0.0,한화이글스-2023-이성곤,L,R,"6' 1""",205,31,8,16,14,2,2,0,0,0,0,0,0,1,3,0.143,0.2,0.143,0,0.343,2,0,0,1,0
이원석,한화이글스,2023,0.0,한화이글스-2023-이원석,R,R,"5' 9""",154,24,81,138,116,20,22,1,1,0,8,13,3,21,33,0.19,0.319,0.216,0,0.534,25,3,1,0,0
문현빈,한화이글스,2023,0.010395010395010396,한화이글스-2023-문현빈,L,R,"5' 8""",180,19,137,481,428,47,114,22,2,5,49,5,1,33,84,0.266,0.324,0.362,2,0.686,155,7,6,9,5
Brian O'Grady,한화이글스,2023,0.0,한화이글스-2023-Brian O'Grady,L,R,"6' 2""",220,31,22,86,80,3,10,3,0,0,8,1,0,5,40,0.125,0.174,0.163,0,0.337,13,0,0,0,1
오선진,한화이글스,2023,0.0,한화이글스-2023-오선진,R,R,"5' 10""",176,33,90,199,165,17,38,6,0,0,14,2,0,24,34,0.23,0.342,0.267,0,0.609,44,7,5,3,2
박정현,한화이글스,2023,0.017699115044247787,한화이글스-2023-박정현,R,R,"6' 0""",187,21,53,113,105,12,19,6,0,2,4,0,0,3,36,0.181,0.218,0.295,0,0.513,31,2,2,3,0
박상언,한화이글스,2023,0.006211180124223602,한화이글스-2023-박상언,R,R,"6' 0""",165,26,86,161,145,13,29,5,1,1,13,1,2,10,38,0.2,0.253,0.269,0,0.522,39,6,1,3,2
노수광,한화이글스,2023,0.0,한화이글스-2023-노수광,L,R,"5' 10""",176,32,30,94,77,6,17,5,0,0,4,2,1,13,27,0.221,0.326,0.286,0,0.612,22,3,0,2,2
노시환,한화이글스,2023,0.052100840336134456,한화이글스-2023-노시환,R,R,"6' 0""",211,22,131,595,514,85,153,30,1,31,101,2,1,74,118,0.298,0.388,0.541,5,0.929,278,13,4,0,3
Nick Williams,한화이글스,2023,0.03296703296703297,한화이글스-2023-Nick Williams,L,L,"6' 3""",215,29,68,273,258,29,63,14,0,9,45,1,1,8,63,0.244,0.275,0.403,0,0.678,104,6,4,0,3
유장혁,한화이글스,2023,0.0,한화이글스-2023-유장혁,R,R,"6' 1""",189,23,27,53,48,5,7,1,0,0,5,1,0,1,10,0.146,0.173,0.167,0,0.34,8,3,1,1,2
유상빈,한화이글스,2023,0.0,한화이글스-2023-유상빈,L,L,"5' 11""",180,23,3,8,6,1,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0,0.25,0,0,1,0,0
안치홍,한화이글스,2024,0.024390243902439025,한화이글스-2024-안치홍,R,R,"5' 10""",194,33,128,533,473,64,142,21,0,13,66,3,2,49,70,0.3,0.37,0.427,1,0.797,202,10,6,1,4
채은성,한화이글스,2024,0.040160642570281124,한화이글스-2024-채은성,R,R,"6' 1""",202,34,124,498,436,61,118,24,0,20,83,1,1,49,83,0.271,0.351,0.463,1,0.815,202,12,8,0,5
장규현,한화이글스,2024,0.0,한화이글스-2024-장규현,L,R,"6' 0""",211,22,9,7,6,0,0,0,0,0,0,0,0,1,1,0.0,0.143,0.0,0,0.143,0,0,0,0,0
최인호,한화이글스,2024,0.00819672131147541,한화이글스-2024-최인호,L,R,"5' 10""",180,24,82,244,210,37,60,13,2,2,22,3,0,25,31,0.286,0.367,0.395,0,0.762,83,3,3,4,2
최재훈,한화이글스,2024,0.011494252873563218,한화이글스-2024-최재훈,R,R,"5' 10""",167,34,116,348,280,34,72,10,0,4,37,0,0,33,58,0.257,0.371,0.336,0,0.706,94,10,21,8,6
하주석,한화이글스,2024,0.006622516556291391,한화이글스-2024-하주석,L,R,"6' 0""",185,30,64,151,137,16,40,9,1,1,11,1,2,10,33,0.292,0.349,0.394,0,0.743,54,1,2,2,0
한형빈,한화이글스,2024,0.0,한화이글스-2024-한형빈,L,R,"5' 10""",152,25,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
황영묵,한화이글스,2024,0.007712082262210797,한화이글스-2024-황영묵,L,R,"5' 9""",176,24,123,389,349,52,105,8,4,3,35,4,7,31,56,0.301,0.365,0.373,0,0.738,130,6,5,3,1
장진혁,한화이글스,2024,0.027522935779816515,한화이글스-2024-장진혁,L,R,"6' 0""",182,30,99,327,289,56,76,16,0,9,44,14,6,29,72,0.263,0.335,0.412,0,0.747,119,6,3,5,1
정은원,한화이글스,2024,0.01282051282051282,한화이글스-2024-정은원,L,R,"5' 9""",171,24,27,78,64,10,11,3,1,1,6,2,0,13,16,0.172,0.312,0.297,0,0.609,19,0,0,1,0
김인환,한화이글스,2024,0.006993006993006993,한화이글스-2024-김인환,L,R,"6' 1""",194,30,51,143,131,11,31,2,0,1,7,0,0,10,32,0.237,0.301,0.275,0,0.576,36,5,2,0,0
김강민,한화이글스,2024,0.011494252873563218,한화이글스-2024-김강민,R,R,"5' 11""",191,41,41,87,76,5,17,0,0,1,7,0,0,8,21,0.224,0.322,0.263,0,0.585,20,1,3,0,0
김태연,한화이글스,2024,0.025423728813559324,한화이글스-2024-김태연,R,R,"5' 10""",218,27,126,472,413,59,120,24,0,12,61,5,2,45,89,0.291,0.363,0.436,0,0.799,180,9,4,6,4
권광민,한화이글스,2024,0.0784313725490196,한화이글스-2024-권광민,L,L,"6' 2""",210,26,19,51,48,10,13,3,0,4,9,0,0,3,17,0.271,0.314,0.583,0,0.897,28,0,0,0,0
이도윤,한화이글스,2024,0.00267379679144385,한화이글스-2024-이도윤,L,R,"5' 8""",156,27,134,374,336,49,93,10,3,1,46,6,4,26,56,0.277,0.332,0.333,0,0.665,112,5,3,6,3
이재원,한화이글스,2024,0.006578947368421052,한화이글스-2024-이재원,R,R,"6' 0""",216,36,72,152,134,10,32,4,0,1,16,0,0,7,21,0.239,0.287,0.291,1,0.578,39,4,4,2,5
이진영,한화이글스,2024,0.009708737864077669,한화이글스-2024-이진영,R,R,"6' 0""",180,26,42,103,93,20,19,6,0,1,13,0,1,8,27,0.204,0.282,0.301,0,0.583,28,3,2,0,0
이명기,한화이글스,2024,0.0,한화이글스-2024-이명기,L,L,"6' 0""",191,36,4,8,7,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0,0.0,0,0,0,1,0
이상혁,한화이글스,2024,0.0,한화이글스-2024-이상혁,L,R,"5' 8""",143,22,43,15,13,13,2,0,0,0,0,5,2,2,5,0.154,0.267,0.154,0,0.421,2,0,0,0,0
이원석,한화이글스,2024,0.0,한화이글스-2024-이원석,R,R,"5' 9""",154,25,87,154,133,26,31,4,1,0,13,8,2,16,32,0.233,0.322,0.278,0,0.601,37,3,2,2,1
임종찬,한화이글스,2024,0.0,한화이글스-2024-임종찬,L,R,"6' 0""",187,22,24,64,57,10,9,3,2,0,7,0,1,6,19,0.158,0.25,0.281,0,0.531,16,2,1,0,0
문현빈,한화이글스,2024,0.01730103806228374,한화이글스-2024-문현빈,L,R,"5' 8""",180,20,103,289,260,29,72,16,2,5,47,3,5,24,53,0.277,0.34,0.412,1,0.752,107,9,2,1,2
박상언,한화이글스,2024,0.0,한화이글스-2024-박상언,R,R,"6' 0""",165,27,27,52,42,4,12,3,0,0,4,1,0,9,12,0.286,0.423,0.357,0,0.78,15,0,1,0,0
Yonathan Perlaza,한화이글스,2024,0.04597701149425287,한화이글스-2024-Yonathan Perlaza,S,R,"5' 9""",195,25,122,522,455,75,125,24,0,24,70,7,5,63,129,0.275,0.364,0.486,5,0.85,221,6,2,0,2
노시환,한화이글스,2024,0.03993344425956739,한화이글스-2024-노시환,R,R,"6' 0""",211,23,136,601,526,88,143,20,2,24,89,6,0,60,129,0.272,0.356,0.454,9,0.811,239,10,11,0,4
유장혁,한화이글스,2024,0.0,한화이글스-2024-유장혁,R,R,"6' 1""",189,24,23,39,36,6,8,1,0,0,4,0,1,3,11,0.222,0.282,0.25,0,0.532,9,4,0,0,0
Michael Choice,키움히어로즈 (구 넥센히어로즈),2018,0.042821158690176324,키움히어로즈 (구 넥센히어로즈)-2018-Michael Choice,R,R,"6' 0""",230,28,96,397,349,55,90,19,0,17,61,2,1,33,79,0.258,0.335,0.459,2,0.794,160,4,10,0,5
홍승갑,키움히어로즈 (구 넥센히어로즈),2018,0.0,키움히어로즈 (구 넥센히어로즈)-2018-홍승갑,R,R,"5' 11""",176,25,6,8,8,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0,0.0,0,1,0,0,0
허정협,키움히어로즈 (구 넥센히어로즈),2018,0.0,키움히어로즈 (구 넥센히어로즈)-2018-허정협,R,R,"6' 0""",202,28,25,24,24,4,6,2,0,0,2,0,0,0,7,0.25,0.25,0.333,0,0.583,8,1,0,0,0
장영석,키움히어로즈 (구 넥센히어로즈),2018,0.03167420814479638,키움히어로즈 (구 넥센히어로즈)-2018-장영석,R,R,"6' 1""",220,28,93,221,196,24,44,15,0,7,25,1,0,23,61,0.225,0.312,0.408,0,0.72,80,2,2,0,0
주효상,키움히어로즈 (구 넥센히어로즈),2018,0.007936507936507936,키움히어로즈 (구 넥센히어로즈)-2018-주효상,L,R,"5' 11""",187,20,80,126,110,9,24,3,0,1,12,1,2,10,36,0.218,0.295,0.273,0,0.568,30,2,2,4,0
김하성,키움히어로즈 (구 넥센히어로즈),2018,0.034722222222222224,키움히어로즈 (구 넥센히어로즈)-2018-김하성,R,R,"5' 9""",168,22,129,576,511,95,147,27,4,20,84,8,2,54,81,0.288,0.358,0.474,2,0.832,242,16,5,1,5
김혜성,키움히어로즈 (구 넥센히어로즈),2018,0.010570824524312896,키움히어로즈 (구 넥센히어로즈)-2018-김혜성,L,R,"5' 10""",176,19,136,473,430,79,116,15,6,5,45,31,6,33,119,0.27,0.328,0.367,1,0.695,158,6,5,3,2
김재현,키움히어로즈 (구 넥센히어로즈),2018,0.01282051282051282,키움히어로즈 (구 넥센히어로즈)-2018-김재현,R,R,"5' 10""",187,25,116,234,202,22,46,7,0,3,18,0,0,12,58,0.228,0.293,0.307,0,0.6,62,2,8,9,3
김조수,키움히어로즈 (구 넥센히어로즈),2018,0.0,키움히어로즈 (구 넥센히어로즈)-2018-김조수,R,R,"5' 10""",178,31,47,39,34,4,5,0,0,0,0,0,1,5,15,0.147,0.256,0.147,0,0.404,5,2,0,0,0
김종득,키움히어로즈 (구 넥센히어로즈),2018,0.0,키움히어로즈 (구 넥센히어로즈)-2018-김종득,R,R,"5' 7""",182,25,3,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,1.0,1,0,0,0,0
김규민,키움히어로즈 (구 넥센히어로즈),2018,0.008928571428571428,키움히어로즈 (구 넥센히어로즈)-2018-김규민,L,L,"6' 2""",187,25,104,336,298,47,88,9,2,3,40,8,4,27,89,0.295,0.361,0.369,0,0.73,110,3,6,1,4
김민성,키움히어로즈 (구 넥센히어로즈),2018,0.021505376344086023,키움히어로즈 (구 넥센히어로즈)-2018-김민성,R,R,"5' 11""",207,29,128,465,413,46,117,24,0,10,45,1,0,40,80,0.283,0.351,0.414,3,0.765,171,6,6,1,5
김태완,키움히어로즈 (구 넥센히어로즈),2018,0.013513513513513514,키움히어로즈 (구 넥센히어로즈)-2018-김태완,R,R,"6' 2""",231,34,29,74,66,5,13,2,0,1,5,0,0,5,25,0.197,0.27,0.273,1,0.543,18,4,2,0,1
고종욱,키움히어로즈 (구 넥센히어로즈),2018,0.017094017094017096,키움히어로즈 (구 넥센히어로즈)-2018-고종욱,L,R,"6' 0""",182,29,102,351,330,47,92,22,0,6,54,17,4,15,96,0.279,0.309,0.4,1,0.709,132,2,1,1,4
이정후,키움히어로즈 (구 넥센히어로즈),2018,0.011538461538461539,키움히어로즈 (구 넥센히어로즈)-2018-이정후,L,R,"6' 1""",192,19,109,520,459,81,163,34,2,6,57,11,4,42,58,0.355,0.412,0.477,3,0.889,219,5,8,3,8
이택근,키움히어로즈 (구 넥센히어로즈),2018,0.011235955056179775,키움히어로즈 (구 넥센히어로즈)-2018-이택근,R,R,"6' 0""",196,37,104,356,308,40,95,25,1,4,52,1,0,32,44,0.308,0.385,0.435,0,0.82,134,14,9,3,4
임병욱,키움히어로즈 (구 넥센히어로즈),2018,0.029082774049217,키움히어로즈 (구 넥센히어로즈)-2018-임병욱,L,R,"6' 1""",198,22,134,447,423,76,124,29,3,13,60,16,3,22,119,0.293,0.327,0.468,1,0.795,198,6,0,0,2
박병호,키움히어로즈 (구 넥센히어로즈),2018,0.08811475409836066,키움히어로즈 (구 넥센히어로즈)-2018-박병호,R,R,"6' 1""",220,31,113,488,400,88,138,20,0,43,112,0,1,68,114,0.345,0.457,0.718,10,1.175,287,9,17,0,3
박동원,키움히어로즈 (구 넥센히어로즈),2018,0.046875,키움히어로즈 (구 넥센히어로즈)-2018-박동원,R,R,"5' 10""",202,28,39,128,117,19,29,3,0,6,17,0,0,9,25,0.248,0.302,0.427,1,0.729,50,3,0,2,0
박정음,키움히어로즈 (구 넥센히어로즈),2018,0.058823529411764705,키움히어로즈 (구 넥센히어로즈)-2018-박정음,L,L,"5' 8""",169,29,16,17,16,1,1,0,0,1,1,0,0,0,4,0.063,0.118,0.25,0,0.368,4,0,1,0,0
Jerry Sands,키움히어로즈 (구 넥센히어로즈),2018,0.12903225806451613,키움히어로즈 (구 넥센히어로즈)-2018-Jerry Sands,R,R,"6' 4""",225,30,25,93,86,17,27,1,1,12,37,0,1,6,27,0.314,0.355,0.767,0,1.122,66,2,0,0,1
서건창,키움히어로즈 (구 넥센히어로즈),2018,0.0,키움히어로즈 (구 넥센히어로즈)-2018-서건창,L,R,"5' 8""",154,28,37,160,141,28,48,12,0,0,15,2,0,12,19,0.34,0.399,0.426,0,0.824,60,1,3,2,2
송성문,키움히어로즈 (구 넥센히어로즈),2018,0.029411764705882353,키움히어로즈 (구 넥센히어로즈)-2018-송성문,L,R,"6' 0""",194,21,78,238,211,35,66,19,0,7,45,2,4,24,49,0.313,0.381,0.502,0,0.884,106,2,0,2,1
예진원,키움히어로즈 (구 넥센히어로즈),2018,0.0,키움히어로즈 (구 넥센히어로즈)-2018-예진원,L,L,"5' 8""",187,19,5,7,7,2,1,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0,0.286,1,0,0,0,0
추재현,키움히어로즈 (구 넥센히어로즈),2019,0.0,키움히어로즈 (구 넥센히어로즈)-2019-추재현,L,L,"5' 10""",196,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
