player_name,team,year,home_run_rate,label,batting_side,throwing_hand,height,weight,age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,IBB,onbase_plus_slugging,TB,GIDP,HBP,SH,SF
김태훈,KT위즈,2021,0.01098901098901099,KT위즈-2021-김태훈,L,R,"5' 9""",171,25,44,91,87,6,20,4,1,1,6,1,0,2,19,0.23,0.256,0.333,0,0.589,29,1,1,1,0
고영표,KT위즈,2021,0.0,KT위즈-2021-고영표,R,R,"6' 1""",194,29,26,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,0,,0,0,0,0,0
권동진,KT위즈,2021,0.011627906976744186,KT위즈-2021-권동진,L,R,"5' 11""",189,22,86,86,67,21,17,5,0,1,6,3,3,18,30,0.254,0.412,0.373,0,0.785,25,0,0,1,0
이홍구,KT위즈,2021,0.017241379310344827,KT위즈-2021-이홍구,R,R,"5' 10""",209,30,37,58,55,4,9,0,0,1,5,0,0,2,28,0.164,0.19,0.218,1,0.408,12,4,0,0,1
문상철,KT위즈,2021,0.018867924528301886,KT위즈-2021-문상철,R,R,"6' 0""",187,30,53,106,96,14,21,6,0,2,16,2,0,8,33,0.219,0.293,0.344,0,0.636,33,1,2,0,0
박경수,KT위즈,2021,0.03214285714285714,KT위즈-2021-박경수,R,R,"5' 10""",176,37,118,280,239,24,46,10,0,9,33,0,1,34,76,0.193,0.301,0.347,2,0.648,83,7,3,4,0
박승욱,KT위즈,2021,0.0,KT위즈-2021-박승욱,L,R,"6' 0""",187,28,8,6,6,5,2,1,0,0,0,1,0,0,1,0.333,0.333,0.5,0,0.833,3,0,0,0,0
심우준,KT위즈,2021,0.013071895424836602,KT위즈-2021-심우준,R,R,"6' 0""",165,26,139,459,407,61,109,20,2,6,48,16,6,32,65,0.268,0.323,0.371,0,0.694,151,2,4,10,6
신본기,KT위즈,2021,0.0048543689320388345,KT위즈-2021-신본기,R,R,"5' 10""",194,32,96,206,174,25,41,8,0,1,19,1,2,22,45,0.236,0.333,0.299,0,0.632,52,6,4,5,1
송민섭,KT위즈,2021,0.0,KT위즈-2021-송민섭,R,R,"5' 9""",176,29,122,65,48,39,11,0,0,0,7,15,1,12,22,0.229,0.383,0.229,0,0.613,11,0,0,5,0
유한준,KT위즈,2021,0.01483679525222552,KT위즈-2021-유한준,R,R,"6' 1""",213,39,104,337,282,30,87,16,0,5,42,1,0,44,34,0.309,0.41,0.418,5,0.828,118,12,7,0,4
Anthony Alford,KT위즈,2022,0.043343653250773995,KT위즈-2022-Anthony Alford,R,R,"6' 0""",215,27,80,323,283,48,81,19,1,14,50,5,1,33,90,0.286,0.362,0.509,3,0.871,144,3,3,0,4
배정대,KT위즈,2022,0.010434782608695653,KT위즈-2022-배정대,R,R,"6' 0""",176,27,144,575,508,64,135,24,2,6,56,19,4,54,126,0.266,0.339,0.356,0,0.695,181,2,4,5,4
조대현,KT위즈,2022,0.0,KT위즈-2022-조대현,R,R,"6' 0""",178,22,6,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0
조용호,KT위즈,2022,0.005649717514124294,KT위즈-2022-조용호,L,R,"5' 6""",165,32,131,531,474,52,146,18,4,3,44,5,4,49,74,0.308,0.374,0.382,3,0.756,181,3,3,2,3
홍현빈,KT위즈,2022,0.0,KT위즈-2022-홍현빈,L,R,"5' 8""",154,24,61,92,76,8,18,2,0,0,1,4,0,10,26,0.237,0.326,0.263,0,0.589,20,1,0,6,0
황재균,KT위즈,2022,0.01721170395869191,KT위즈-2022-황재균,R,R,"6' 0""",215,34,141,581,519,59,136,25,3,10,64,6,3,53,99,0.262,0.335,0.38,5,0.715,197,17,5,2,2
장준원,KT위즈,2022,0.047619047619047616,KT위즈-2022-장준원,R,R,"6' 0""",169,26,35,63,57,7,14,2,0,3,10,1,0,3,17,0.246,0.283,0.439,0,0.722,25,5,0,3,0
장성우,KT위즈,2022,0.04285714285714286,KT위즈-2022-장성우,R,R,"6' 2""",210,32,117,420,362,48,94,11,0,18,55,1,0,52,79,0.26,0.353,0.439,2,0.792,159,12,2,1,3
전진영,KT위즈,2022,0.0,KT위즈-2022-전진영,L,R,"5' 9""",169,24,4,3,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0,0.667,1,0,0,0,0
강백호,KT위즈,2022,0.022727272727272728,KT위즈-2022-강백호,L,R,"6' 0""",216,22,62,264,237,24,58,12,0,6,29,0,0,23,44,0.245,0.312,0.371,2,0.683,88,6,1,1,2
김병희,KT위즈,2022,0.011764705882352941,KT위즈-2022-김병희,R,R,"5' 10""",180,31,41,85,74,8,15,2,0,1,6,0,3,7,26,0.203,0.294,0.27,0,0.564,20,2,3,0,1
김준태,KT위즈,2022,0.014814814814814815,KT위즈-2022-김준태,L,R,"5' 8""",200,27,98,270,231,28,63,16,1,4,27,2,0,33,77,0.273,0.36,0.403,1,0.762,93,4,0,3,3
김민혁,KT위즈,2022,0.0,KT위즈-2022-김민혁,L,R,"5' 11""",156,26,132,434,373,47,106,10,2,0,35,6,9,37,62,0.284,0.349,0.322,2,0.671,120,10,2,19,3
김태훈,KT위즈,2022,0.0,KT위즈-2022-김태훈,L,R,"5' 9""",171,26,7,10,10,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
권동진,KT위즈,2022,0.0,KT위즈-2022-권동진,L,R,"5' 11""",189,23,48,40,38,9,5,1,1,0,4,4,0,1,16,0.132,0.154,0.211,0,0.364,8,0,0,1,0
이동훈,KT위즈,2022,0.0,KT위즈-2022-이동훈,L,L,"5' 10""",158,25,31,16,15,6,2,0,0,0,1,2,0,0,4,0.133,0.188,0.133,0,0.321,2,0,1,0,0
문상철,KT위즈,2022,0.038461538461538464,KT위즈-2022-문상철,R,R,"6' 0""",187,31,28,52,49,5,11,3,0,2,4,1,0,3,17,0.225,0.269,0.408,0,0.677,20,2,0,0,0
문상인,KT위즈,2022,0.0,KT위즈-2022-문상인,R,R,"6' 0""",174,24,12,3,3,2,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,1,0,0,0
문상준,KT위즈,2022,0.0,KT위즈-2022-문상준,R,R,"6' 0""",176,21,2,3,3,0,1,1,0,0,0,0,0,0,2,0.333,0.333,0.667,0,1.0,2,0,0,0,0
오윤석,KT위즈,2022,0.017804154302670624,KT위즈-2022-오윤석,R,R,"5' 10""",191,30,112,337,286,23,67,13,0,6,37,2,1,34,69,0.234,0.322,0.343,0,0.665,98,9,6,5,6
박병호,KT위즈,2022,0.07186858316221766,KT위즈-2022-박병호,R,R,"6' 1""",220,35,124,487,429,72,118,17,0,35,98,5,3,40,131,0.275,0.349,0.559,3,0.909,240,7,12,0,6
박경수,KT위즈,2022,0.015463917525773196,KT위즈-2022-박경수,R,R,"5' 10""",176,38,100,194,166,13,20,3,0,3,10,0,0,24,70,0.121,0.234,0.193,0,0.427,32,3,1,2,1
Henry Ramos,KT위즈,2022,0.0375,KT위즈-2022-Henry Ramos,S,R,"6' 0""",215,30,18,80,72,10,18,1,1,3,11,2,0,4,18,0.25,0.304,0.417,0,0.721,30,2,2,1,1
유준규,KT위즈,2022,0.0,KT위즈-2022-유준규,L,R,"5' 9""",152,19,7,16,14,3,3,0,0,0,0,0,0,1,6,0.214,0.267,0.214,0,0.481,3,0,0,1,0
심우준,KT위즈,2022,0.008928571428571428,KT위즈-2022-심우준,R,R,"6' 0""",165,27,132,448,388,69,93,8,2,4,34,23,2,43,75,0.24,0.316,0.302,0,0.617,117,11,2,11,4
신본기,KT위즈,2022,0.007246376811594203,KT위즈-2022-신본기,R,R,"5' 10""",194,33,74,138,121,9,22,3,0,1,8,0,1,10,28,0.182,0.254,0.231,0,0.485,28,5,2,4,1
송민섭,KT위즈,2022,0.0,KT위즈-2022-송민섭,R,R,"5' 9""",176,30,119,72,64,17,10,1,2,0,3,0,2,5,19,0.156,0.217,0.234,0,0.452,15,0,0,3,0
양승혁,KT위즈,2022,0.0,KT위즈-2022-양승혁,L,R,"5' 8""",149,22,11,5,5,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Anthony Alford,KT위즈,2023,0.027422303473491772,KT위즈-2023-Anthony Alford,R,R,"6' 0""",215,28,133,547,491,83,142,31,3,15,70,17,4,47,140,0.289,0.357,0.456,1,0.813,224,6,6,0,3
안치영,KT위즈,2023,0.0,KT위즈-2023-안치영,L,R,"5' 9""",158,25,76,136,124,20,36,3,1,0,9,7,1,6,35,0.29,0.331,0.331,0,0.661,41,1,2,3,1
배정대,KT위즈,2023,0.00554016620498615,KT위즈-2023-배정대,R,R,"6' 0""",176,28,97,361,311,48,86,16,0,2,38,13,3,38,76,0.277,0.356,0.347,1,0.703,108,2,3,4,5
조용호,KT위즈,2023,0.0,KT위즈-2023-조용호,L,R,"5' 6""",165,33,63,184,161,20,40,2,0,0,7,4,0,23,25,0.248,0.342,0.261,0,0.603,42,3,0,0,0
홍현빈,KT위즈,2023,0.0,KT위즈-2023-홍현빈,L,R,"5' 8""",154,25,44,86,73,15,17,2,0,0,1,2,0,13,21,0.233,0.349,0.26,0,0.609,19,2,0,0,0
황재균,KT위즈,2023,0.01312910284463895,KT위즈-2023-황재균,R,R,"6' 0""",215,35,109,457,407,62,120,26,2,6,49,3,3,45,64,0.295,0.366,0.413,1,0.778,168,15,1,3,1
장준원,KT위즈,2023,0.009615384615384616,KT위즈-2023-장준원,R,R,"6' 0""",169,27,69,104,87,10,15,2,1,1,10,3,0,12,25,0.172,0.277,0.253,0,0.53,22,1,1,3,1
장성우,KT위즈,2023,0.023706896551724137,KT위즈-2023-장성우,R,R,"6' 2""",210,33,131,464,410,37,118,22,0,11,65,1,1,42,70,0.288,0.351,0.422,1,0.773,173,12,2,3,7
정준영,KT위즈,2023,0.0,KT위즈-2023-정준영,L,L,"5' 8""",160,19,34,55,48,6,14,2,0,0,6,0,0,3,11,0.292,0.333,0.333,0,0.667,16,1,0,4,0
강백호,KT위즈,2023,0.02952029520295203,KT위즈-2023-강백호,L,R,"6' 0""",216,23,71,271,238,32,63,10,1,8,39,3,0,31,55,0.265,0.347,0.416,4,0.763,99,1,0,0,2
강현우,KT위즈,2023,0.009009009009009009,KT위즈-2023-강현우,R,R,"5' 10""",198,22,53,111,103,11,20,6,0,1,11,0,1,6,17,0.194,0.246,0.282,0,0.527,29,3,1,1,0
강민성,KT위즈,2023,0.0,KT위즈-2023-강민성,R,R,"5' 10""",187,23,12,27,22,2,4,1,0,0,0,0,0,4,10,0.182,0.308,0.227,0,0.535,5,0,0,1,0
김병준,KT위즈,2023,0.0,KT위즈-2023-김병준,L,R,"5' 8""",176,19,3,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
김병희,KT위즈,2023,0.0,KT위즈-2023-김병희,R,R,"5' 10""",180,32,5,9,8,0,0,0,0,0,0,0,0,1,4,0.0,0.111,0.0,0,0.111,0,0,0,0,0
김준태,KT위즈,2023,0.022058823529411766,KT위즈-2023-김준태,L,R,"5' 8""",200,28,69,136,115,10,24,4,0,3,23,1,0,19,32,0.209,0.326,0.322,0,0.648,37,3,1,1,0
김민혁,KT위즈,2023,0.006696428571428571,KT위즈-2023-김민혁,L,R,"5' 11""",156,27,113,448,397,68,118,20,3,3,41,11,4,36,48,0.297,0.356,0.385,0,0.741,153,4,3,7,5
김상수,KT위즈,2023,0.005859375,KT위즈-2023-김상수,R,R,"5' 9""",150,33,129,512,443,58,120,19,1,3,56,5,6,55,68,0.271,0.353,0.339,0,0.692,150,9,3,8,3
이동훈,KT위즈,2023,0.0,KT위즈-2023-이동훈,L,L,"5' 10""",158,26,29,32,29,4,4,0,0,0,1,0,1,2,6,0.138,0.194,0.138,0,0.331,4,0,0,1,0
이호연,KT위즈,2023,0.01282051282051282,KT위즈-2023-이호연,L,R,"5' 9""",185,28,85,234,212,28,59,5,1,3,17,4,2,16,41,0.278,0.339,0.354,0,0.693,75,6,4,1,1
이상호,KT위즈,2023,0.0,KT위즈-2023-이상호,R,R,"5' 10""",180,34,63,60,54,15,8,1,0,0,5,2,0,2,9,0.148,0.179,0.167,0,0.345,9,2,0,4,0
문상철,KT위즈,2023,0.02727272727272727,KT위즈-2023-문상철,R,R,"6' 0""",187,32,112,330,304,30,79,20,0,9,46,3,1,16,81,0.26,0.298,0.415,1,0.712,126,4,3,1,6
문상인,KT위즈,2023,0.0,KT위즈-2023-문상인,R,R,"6' 0""",174,25,1,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,0,,0,0,0,0,0
문상준,KT위즈,2023,0.0,KT위즈-2023-문상준,R,R,"6' 0""",176,22,2,5,5,1,1,0,0,0,0,0,0,0,4,0.2,0.2,0.2,0,0.4,1,0,0,0,0
오윤석,KT위즈,2023,0.017937219730941704,KT위즈-2023-오윤석,R,R,"5' 10""",191,31,82,223,199,24,50,13,1,4,17,3,1,13,44,0.251,0.313,0.387,1,0.7,77,7,5,6,0
박병호,KT위즈,2023,0.036511156186612576,KT위즈-2023-박병호,R,R,"6' 1""",220,36,132,493,431,53,122,15,0,18,87,2,0,46,114,0.283,0.357,0.443,2,0.8,191,9,8,0,8
박경수,KT위즈,2023,0.004524886877828055,KT위즈-2023-박경수,R,R,"5' 10""",176,39,107,221,185,12,37,13,0,1,12,0,0,30,46,0.2,0.315,0.287,1,0.601,53,2,1,5,0
박민석,KT위즈,2023,0.0,KT위즈-2023-박민석,R,R,"5' 10""",169,23,4,4,4,1,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0,0.5,1,0,0,0,0
류현인,KT위즈,2023,0.0,KT위즈-2023-류현인,L,R,"5' 8""",176,22,17,24,23,6,3,0,0,0,3,0,0,1,4,0.13,0.167,0.13,0,0.297,3,0,0,0,0
신본기,KT위즈,2023,0.013333333333333334,KT위즈-2023-신본기,R,R,"5' 10""",194,34,40,75,54,8,11,2,0,1,7,0,1,14,8,0.204,0.365,0.296,0,0.661,16,3,2,1,4
손민석,KT위즈,2023,0.0,KT위즈-2023-손민석,L,R,"5' 9""",154,19,9,12,10,2,1,0,0,0,1,0,0,1,3,0.1,0.25,0.1,0,0.35,1,0,1,0,0
송민섭,KT위즈,2023,0.0,KT위즈-2023-송민섭,R,R,"5' 9""",176,31,69,25,23,6,3,0,0,0,0,3,1,1,8,0.13,0.2,0.13,0,0.33,3,0,1,0,0
안현민,KT위즈,2024,0.034482758620689655,KT위즈-2024-안현민,R,R,"6' 0""",198,20,16,29,25,5,5,0,1,1,2,0,0,2,10,0.2,0.276,0.4,0,0.676,10,0,1,0,1
안치영,KT위즈,2024,0.0,KT위즈-2024-안치영,L,R,"5' 9""",158,26,31,48,44,12,11,0,0,0,3,0,1,2,12,0.25,0.283,0.25,0,0.533,11,0,0,2,0
배정대,KT위즈,2024,0.014799154334038054,KT위즈-2024-배정대,R,R,"6' 0""",176,29,113,473,404,49,111,25,1,7,59,9,7,50,114,0.275,0.355,0.394,1,0.748,159,5,4,8,7
천성호,KT위즈,2024,0.00392156862745098,KT위즈-2024-천성호,L,R,"6' 0""",187,26,75,255,234,41,69,8,3,1,17,7,0,18,43,0.295,0.347,0.368,0,0.714,86,5,1,1,1
조대현,KT위즈,2024,0.0,KT위즈-2024-조대현,R,R,"6' 0""",178,24,26,45,36,2,11,2,0,0,3,0,0,3,12,0.306,0.35,0.361,0,0.711,13,1,0,5,1
조용호,KT위즈,2024,0.0,KT위즈-2024-조용호,L,R,"5' 6""",165,34,60,165,149,17,37,5,0,0,13,5,1,13,25,0.248,0.309,0.282,0,0.591,42,5,0,3,0
홍현빈,KT위즈,2024,0.0,KT위즈-2024-홍현빈,L,R,"5' 8""",154,26,28,22,18,5,4,0,1,0,2,0,0,3,7,0.222,0.333,0.333,0,0.667,6,0,0,1,0
황재균,KT위즈,2024,0.024253731343283583,KT위즈-2024-황재균,R,R,"6' 0""",215,36,137,536,493,60,128,22,0,13,58,4,6,34,95,0.26,0.309,0.383,0,0.692,189,16,2,5,2
장준원,KT위즈,2024,0.0,KT위즈-2024-장준원,R,R,"6' 0""",169,28,17,18,14,1,1,0,0,0,0,0,0,4,5,0.071,0.278,0.071,0,0.349,1,0,0,0,0
장성우,KT위즈,2024,0.03885480572597137,KT위즈-2024-장성우,R,R,"6' 2""",210,34,131,489,418,53,112,19,0,19,81,5,0,60,86,0.268,0.355,0.45,1,0.805,188,8,1,2,8
정준영,KT위즈,2024,0.0,KT위즈-2024-정준영,L,L,"5' 8""",160,20,43,74,62,9,14,2,0,0,3,0,0,8,16,0.226,0.324,0.258,0,0.582,16,1,1,3,0
강백호,KT위즈,2024,0.04234527687296417,KT위즈-2024-강백호,L,R,"6' 0""",216,24,144,614,550,92,159,27,0,26,96,6,2,59,127,0.289,0.36,0.48,4,0.84,264,6,3,0,2
강현우,KT위즈,2024,0.027777777777777776,KT위즈-2024-강현우,R,R,"5' 10""",198,23,18,36,26,4,8,1,0,1,8,0,0,8,10,0.308,0.471,0.462,0,0.932,12,0,0,2,0
강민성,KT위즈,2024,0.0,KT위즈-2024-강민성,R,R,"5' 10""",187,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
김병준,KT위즈,2024,0.0,KT위즈-2024-김병준,L,R,"5' 8""",176,20,35,16,14,9,5,0,0,0,1,0,0,2,2,0.357,0.438,0.357,0,0.795,5,0,0,0,0
김건형,KT위즈,2024,0.0,KT위즈-2024-김건형,L,R,"6' 0""",180,27,13,25,24,2,3,1,0,0,1,0,0,1,8,0.125,0.16,0.167,0,0.327,4,0,0,0,0
김준태,KT위즈,2024,0.0,KT위즈-2024-김준태,L,R,"5' 8""",200,29,23,30,25,6,6,2,0,0,3,0,0,5,6,0.24,0.367,0.32,0,0.687,8,0,0,0,0
김민혁,KT위즈,2024,0.002544529262086514,KT위즈-2024-김민혁,L,R,"5' 11""",156,28,115,393,351,47,124,14,3,1,34,4,2,35,45,0.353,0.41,0.419,1,0.829,147,9,1,3,3
김상수,KT위즈,2024,0.009523809523809525,KT위즈-2024-김상수,R,R,"5' 9""",150,34,113,420,369,60,102,18,4,4,45,3,2,37,59,0.276,0.351,0.379,0,0.731,140,12,6,7,1
권동진,KT위즈,2024,0.0,KT위즈-2024-권동진,L,R,"5' 11""",189,25,9,10,9,3,2,0,0,0,0,0,0,1,2,0.222,0.3,0.222,0,0.522,2,0,0,0,0
이호연,KT위즈,2024,0.0,KT위즈-2024-이호연,L,R,"5' 9""",185,29,27,43,41,3,6,1,0,0,0,0,0,1,12,0.146,0.167,0.171,0,0.337,7,2,0,1,0
문상철,KT위즈,2024,0.04218362282878412,KT위즈-2024-문상철,R,R,"6' 0""",187,33,125,403,347,50,89,11,0,17,58,6,1,45,86,0.257,0.351,0.435,2,0.786,151,8,7,1,3
오윤석,KT위즈,2024,0.029850746268656716,KT위즈-2024-오윤석,R,R,"5' 10""",191,32,73,201,174,33,51,12,2,6,27,0,1,18,41,0.293,0.369,0.489,0,0.857,85,7,4,3,2
박경수,KT위즈,2024,0.0,KT위즈-2024-박경수,R,R,"5' 10""",176,40,5,3,3,2,2,1,0,0,1,0,0,0,1,0.667,0.667,1.0,0,1.667,3,0,0,0,0
박민석,KT위즈,2024,0.0,KT위즈-2024-박민석,R,R,"5' 10""",169,24,20,14,14,6,3,0,0,0,0,0,1,0,7,0.214,0.214,0.214,0,0.429,3,0,0,0,0
Mel Rojas,KT위즈,2024,0.04776119402985075,KT위즈-2024-Mel Rojas,S,R,"6' 2""",225,34,144,670,572,108,188,39,1,32,112,2,1,88,115,0.329,0.421,0.568,9,0.989,325,10,6,0,4
심우준,KT위즈,2024,0.015625,KT위즈-2024-심우준,R,R,"6' 0""",165,29,53,192,169,22,45,4,0,3,28,7,1,17,29,0.266,0.337,0.343,0,0.68,58,3,1,5,0
신본기,KT위즈,2024,0.019736842105263157,KT위즈-2024-신본기,R,R,"5' 10""",194,35,84,152,122,18,34,3,0,3,19,2,0,16,28,0.279,0.371,0.377,0,0.748,46,3,3,9,2
송민섭,KT위즈,2024,0.0,KT위즈-2024-송민섭,R,R,"5' 9""",176,32,36,20,14,8,3,0,0,0,1,0,1,3,6,0.214,0.421,0.214,0,0.635,3,0,2,1,0
윤준혁,KT위즈,2024,0.0,KT위즈-2024-윤준혁,R,R,"6' 1""",189,22,13,18,17,3,3,2,0,0,0,0,0,1,6,0.177,0.222,0.294,0,0.516,5,0,0,0,0
안익훈,LG트윈스,2018,0.0,LG트윈스-2018-안익훈,L,L,"5' 9""",154,22,62,135,123,13,27,4,0,0,10,0,1,8,12,0.22,0.271,0.252,0,0.523,31,4,1,2,1
채은성,LG트윈스,2018,0.04325259515570934,LG트윈스-2018-채은성,R,R,"6' 1""",202,28,139,578,529,78,175,36,2,25,119,3,1,35,97,0.331,0.379,0.548,1,0.927,290,12,9,0,5
정상호,LG트윈스,2018,0.0078125,LG트윈스-2018-정상호,R,R,"6' 1""",220,35,70,128,112,11,25,4,0,1,9,0,1,8,35,0.223,0.304,0.286,0,0.59,32,3,5,3,0
Adonis García,LG트윈스,2018,0.038834951456310676,LG트윈스-2018-Adonis García,R,R,"5' 9""",205,33,50,206,183,27,62,9,0,8,34,5,0,9,25,0.339,0.384,0.519,0,0.903,95,3,8,0,6
홍창기,LG트윈스,2018,0.0,LG트윈스-2018-홍창기,L,R,"6' 2""",207,24,12,25,18,1,3,2,0,0,0,0,1,7,8,0.167,0.4,0.278,0,0.678,5,0,0,0,0
장시윤,LG트윈스,2018,0.0,LG트윈스-2018-장시윤,R,R,"6' 0""",165,24,8,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
정주현,LG트윈스,2018,0.017699115044247787,LG트윈스-2018-정주현,R,R,"5' 9""",167,27,115,339,303,48,79,14,2,6,31,18,3,27,68,0.261,0.324,0.38,0,0.704,115,9,2,6,1
김현수,LG트윈스,2018,0.03913894324853229,LG트윈스-2018-김현수,L,R,"6' 2""",210,30,117,511,453,95,164,39,2,20,101,1,3,47,61,0.362,0.415,0.589,6,1.004,267,9,1,0,10
김재율,LG트윈스,2018,0.0,LG트윈스-2018-김재율,R,R,"6' 1""",198,29,25,41,36,5,8,3,0,0,3,0,0,3,9,0.222,0.317,0.306,0,0.623,11,1,2,0,0
김용의,LG트윈스,2018,0.0,LG트윈스-2018-김용의,L,R,"6' 1""",163,32,114,185,159,28,37,2,0,0,13,10,1,16,32,0.233,0.298,0.245,1,0.543,39,1,0,7,3
이천웅,LG트윈스,2018,0.0049382716049382715,LG트윈스-2018-이천웅,L,L,"5' 11""",198,29,112,405,359,61,122,22,3,2,39,10,10,39,48,0.34,0.407,0.435,2,0.841,156,11,3,2,2
이형종,LG트윈스,2018,0.026804123711340205,LG트윈스-2018-이형종,R,R,"6' 0""",176,29,118,485,437,83,138,27,0,13,42,6,4,31,82,0.316,0.377,0.467,0,0.844,204,6,12,5,0
임훈,LG트윈스,2018,0.022727272727272728,LG트윈스-2018-임훈,L,L,"6' 1""",189,32,54,88,83,10,19,3,0,2,7,0,0,3,15,0.229,0.256,0.337,0,0.593,28,3,0,2,0
문선재,LG트윈스,2018,0.0,LG트윈스-2018-문선재,R,R,"6' 0""",200,28,2,6,6,0,1,0,0,0,0,0,0,0,3,0.167,0.167,0.167,0,0.333,1,0,0,0,0
문성주,LG트윈스,2018,0.0,LG트윈스-2018-문성주,L,L,"5' 8""",171,21,5,3,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0,0.667,1,0,0,0,0
오지환,LG트윈스,2018,0.017828200972447326,LG트윈스-2018-오지환,L,R,"6' 1""",176,28,144,617,533,93,148,26,2,11,71,10,5,59,146,0.278,0.354,0.396,3,0.75,211,6,7,12,6
백승현,LG트윈스,2018,0.0,LG트윈스-2018-백승현,R,R,"6' 0""",198,23,5,8,8,1,2,0,0,0,1,0,0,0,3,0.25,0.25,0.25,0,0.5,2,0,0,0,0
박지규,LG트윈스,2018,0.018867924528301886,LG트윈스-2018-박지규,L,R,"6' 0""",198,26,26,53,47,6,8,2,0,1,5,2,0,3,17,0.17,0.216,0.277,0,0.492,13,2,0,2,1
박용택,LG트윈스,2018,0.025728987993138937,LG트윈스-2018-박용택,L,R,"6' 0""",198,39,134,583,524,89,159,38,1,15,76,3,3,47,107,0.303,0.362,0.466,0,0.828,244,21,5,0,7
서상우,LG트윈스,2018,0.023809523809523808,LG트윈스-2018-서상우,L,R,"6' 1""",198,28,51,84,69,10,20,0,0,2,14,0,1,12,18,0.29,0.393,0.377,0,0.77,26,1,1,0,2
양석환,LG트윈스,2018,0.04238921001926782,LG트윈스-2018-양석환,R,R,"6' 0""",198,26,140,519,483,53,127,27,0,22,82,2,2,24,81,0.263,0.303,0.456,0,0.759,220,9,6,1,5
양원혁,LG트윈스,2018,0.0,LG트윈스-2018-양원혁,L,R,"5' 8""",156,26,7,6,5,3,2,0,0,0,0,0,0,1,0,0.4,0.5,0.4,0,0.9,2,0,0,0,0
유강남,LG트윈스,2018,0.04086021505376344,LG트윈스-2018-유강남,R,R,"5' 11""",194,25,132,465,425,53,126,33,0,19,66,0,0,28,80,0.297,0.352,0.508,1,0.86,216,21,9,2,1
윤형준,LG트윈스,2018,0.0,LG트윈스-2018-윤형준,R,R,"6' 1""",213,24,11,23,23,0,5,1,0,0,3,0,0,0,9,0.217,0.217,0.261,0,0.478,6,0,0,0,0
윤진호,LG트윈스,2018,0.0,LG트윈스-2018-윤진호,R,R,"5' 10""",171,32,102,61,53,13,11,3,0,0,4,0,1,2,14,0.208,0.263,0.264,0,0.527,14,2,2,4,0
채은성,LG트윈스,2019,0.023346303501945526,LG트윈스-2019-채은성,R,R,"6' 1""",202,29,128,514,470,59,148,18,1,12,72,2,2,24,67,0.315,0.358,0.434,1,0.792,204,9,12,0,8
정상호,LG트윈스,2019,0.0,LG트윈스-2019-정상호,R,R,"6' 1""",220,36,22,24,24,1,2,1,0,0,2,0,0,0,11,0.083,0.083,0.125,0,0.208,3,3,0,0,0
구본혁,LG트윈스,2019,0.010526315789473684,LG트윈스-2019-구본혁,R,R,"5' 9""",165,22,57,95,85,10,15,1,0,1,6,2,1,6,17,0.177,0.245,0.224,0,0.468,19,0,2,1,1
홍창기,LG트윈스,2019,0.0,LG트윈스-2019-홍창기,L,R,"6' 2""",207,25,23,26,24,3,6,2,0,0,0,3,0,1,12,0.25,0.308,0.333,0,0.641,8,1,1,0,0
전준호,LG트윈스,2019,0.0,LG트윈스-2019-전준호,R,R,"5' 11""",176,20,8,5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Tommy Joseph,LG트윈스,2019,0.041474654377880185,LG트윈스-2019-Tommy Joseph,R,R,"6' 1""",255,27,55,217,197,17,54,3,0,9,36,0,1,14,46,0.274,0.332,0.426,0,0.758,84,3,4,0,2
전민수,LG트윈스,2019,0.0,LG트윈스-2019-전민수,L,R,"5' 9""",167,30,75,106,96,8,23,7,0,0,8,2,1,9,18,0.24,0.305,0.313,0,0.617,30,4,0,1,0
정주현,LG트윈스,2019,0.004705882352941176,LG트윈스-2019-정주현,R,R,"5' 9""",167,28,129,425,376,53,87,19,2,2,27,15,6,31,91,0.231,0.291,0.309,0,0.6,116,10,1,16,1
김현수,LG트윈스,2019,0.018487394957983194,LG트윈스-2019-김현수,L,R,"6' 2""",210,31,140,595,526,75,160,37,0,11,82,3,1,54,52,0.304,0.37,0.437,9,0.807,230,11,6,0,9
